id_ketua,id_anggota1,id_anggota2,id_anggota3,id_anggota4,id_anggota5,keterlibatan_vltr,jml_vltr_terlibat,tahun,skema,luaran_hki,jenis_luaran_hki,potensi_hki,luaran_lain,jenis_luaran_lain,status_luaran_lain
7206.0,7214.0,6211.0,8602.0,7801.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7214.0,7109.0,8402.0,7903.0,9202.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
5911.0,8201.0,8701.0,9101.0,9003.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8402.0,7702.0,8602.0,8903.0,8903.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8201.0,8305.0,5911.0,5903.0,8402.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8008.0,7607.0,7903.0,7702.0,8905.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8402.0,8803.0,9102.0,8804.0,8005.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8101.0,7702.0,7308.0,8602.0,9003.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
0.0,8805.0,8807.0,8803.0,9003.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8805.0,7206.0,7903.0,7702.0,9002.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
6211.0,7607.0,8301.0,8604.0,9003.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8604.0,8301.0,7607.0,6204.0,8008.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8602.0,0.0,7905.0,8602.0,8704.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8102.0,8903.0,8601.0,8703.0,9102.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7206.0,8402.0,8903.0,0.0,8903.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
5903.0,7502.0,9104.0,9102.0,9201.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8003.0,7206.0,7308.0,8101.0,7502.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8803.0,8201.0,8402.0,8701.0,8804.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7206.0,7903.0,8805.0,8803.0,0.0,0.0,TIDAK,0,2019,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8402.0,7308.0,8903.0,8903.0,9104.0,0.0,YA,1,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Publikasi Media Massa,Terpublikasi
8305.0,8201.0,8701.0,8907.0,9103.0,0.0,TIDAK,0,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7308.0,9201.0,9303.0,8807.0,9002.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8604.0,6211.0,7206.0,8101.0,8102.0,0.0,YA,3,2020,REGULER,ADA,Hak Cipta,SUDAH,YA,Artikel Ilmiah,Draft
7206.0,8402.0,7706.0,8102.0,0.0,0.0,YA,3,2020,REGULER,ADA,Hak Cipta,DRAFT,TIDAK ADA,TIDAK ADA,TIDAK ADA
8301.0,5911.0,9101.0,8604.0,8904.0,0.0,TIDAK,0,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Modul Ajar,TIDAK ADA
8805.0,5903.0,7801.0,8101.0,8901.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,YA,TIDAK ADA,TIDAK ADA,TIDAK ADA
7905.0,8703.0,8903.0,8601.0,9102.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
5911.0,9101.0,8807.0,8702.0,8903.0,0.0,YA,2,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
6204.0,7109.0,9101.0,9003.0,0.0,0.0,TIDAK,0,2020,KEMITRAAN,ADA,Hak Cipta,SUDAH,YA,Artikel Ilmiah,Terpublikasi
8101.0,8901.0,9003.0,7702.0,9303.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,YA,TIDAK ADA,TIDAK ADA,TIDAK ADA
7214.0,569.0,8906.0,8906.0,8901.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Artikel Ilmiah,Terpublikasi
7702.0,7903.0,7607.0,8008.0,8906.0,0.0,TIDAK,0,2020,KEMITRAAN,ADA,Hak Cipta,SUDAH,YA,Artikel Ilmiah,Terpublikasi
8402.0,9102.0,8804.0,8803.0,8005.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7706.0,8701.0,8812.0,8905.0,9007.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,YA,YA,Artikel Ilmiah,Terpublikasi
7801.0,7702.0,7206.0,7706.0,8803.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Artikel Ilmiah,Terpublikasi
8201.0,8905.0,8906.0,8305.0,8904.0,8812.0,TIDAK,0,2020,REGULER,TIDAK ADA,TIDAK ADA,YA,TIDAK ADA,TIDAK ADA,TIDAK ADA
8008.0,7607.0,7903.0,8905.0,0.0,0.0,YA,2,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Artikel Ilmiah,Terpublikasi
7903.0,9003.0,9402.0,8901.0,9201.0,0.0,TIDAK,0,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Artikel Ilmiah,Terpublikasi
8803.0,8804.0,9102.0,9303.0,8005.0,0.0,YA,3,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8602.0,8003.0,8604.0,8704.0,9003.0,0.0,TIDAK,0,2020,REGULER,TIDAK ADA,TIDAK ADA,YA,TIDAK ADA,TIDAK ADA,TIDAK ADA
6211.0,9303.0,9201.0,9106.0,9209.0,0.0,YA,1,2020,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8805.0,9106.0,8903.0,9202.0,9201.0,0.0,YA,2,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
6211.0,9007.0,8901.0,9003.0,9303.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
5911.0,9101.0,9002.0,8702.0,7801.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7706.0,8701.0,8905.0,8812.0,8602.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,YA,YA,Publikasi Media Massa,Terpublikasi
8803.0,8804.0,9102.0,9303.0,8005.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8402.0,7109.0,8903.0,8903.0,9104.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8402.0,8803.0,8804.0,9201.0,8102.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,YA,YA,Artikel Ilmiah,Terpublikasi
7214.0,8906.0,569.0,8906.0,8901.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8008.0,7607.0,7903.0,8905.0,9303.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8301.0,8604.0,8702.0,8807.0,8901.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7905.0,8703.0,8601.0,9102.0,8904.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8602.0,8704.0,9003.0,8602.0,8107.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8201.0,9101.0,8905.0,8305.0,569.0,0.0,YA,3,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7702.0,7903.0,7607.0,8008.0,8906.0,0.0,YA,3,2021,KEMITRAAN,ADA,Hak Cipta,SUDAH,YA,Publikasi Media Massa,Terpublikasi
8604.0,0.0,5903.0,6204.0,8301.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8101.0,9201.0,9402.0,9209.0,8003.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8305.0,8701.0,9103.0,8907.0,8201.0,0.0,TIDAK,0,2021,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8201.0,8305.0,8907.0,569.0,8905.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8008.0,7607.0,7702.0,8905.0,9303.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8104.0,8008.0,7903.0,8805.0,8905.0,0.0,YA,2,2022,KEMITRAAN,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7214.0,7109.0,8906.0,8906.0,8901.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,YA,Artikel Ilmiah,Draft
8903.0,8903.0,9104.0,8402.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7706.0,7607.0,7702.0,7801.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8602.0,9003.0,8704.0,8003.0,8107.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8305.0,9103.0,8907.0,8201.0,9002.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
9209.0,9402.0,9201.0,8910.0,8101.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7905.0,8703.0,8601.0,8904.0,6211.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8701.0,8901.0,7214.0,8101.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
9101.0,9003.0,9104.0,8901.0,8807.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8604.0,7206.0,0.0,8702.0,8301.0,0.0,TIDAK,0,2022,REGULER,ADA,Hak Cipta,SUDAH,YA,Publikasi Media Massa,Terpublikasi
0.0,0.0,0.0,8602.0,0.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8402.0,0.0,0.0,0.0,9201.0,0.0,YA,2,2022,KEMITRAAN,ADA,Hak Cipta,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
7903.0,8104.0,8604.0,7801.0,0.0,0.0,TIDAK,2,2022,REGULER,TIDAK ADA,TIDAK ADA,YA,TIDAK ADA,TIDAK ADA,TIDAK ADA
9003.0,8602.0,8704.0,9101.0,9104.0,0.0,YA,4,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8804.0,8003.0,8803.0,8005.0,9102.0,0.0,TIDAK,0,2022,REGULER,ADA,Hak Cipta,SUDAH,YA,Publikasi Media Massa,Terpublikasi
5911.0,9002.0,9101.0,8702.0,8807.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8812.0,9003.0,8906.0,8701.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8805.0,7308.0,569.0,9106.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
0.0,0.0,0.0,7607.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8803.0,8804.0,9102.0,8005.0,9303.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
6211.0,8901.0,9003.0,9303.0,9007.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8601.0,8903.0,8703.0,0.0,0.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8703.0,8601.0,9202.0,9102.0,6204.0,0.0,YA,3,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
8102.0,7109.0,5903.0,7206.0,8903.0,0.0,TIDAK,0,2022,REGULER,TIDAK ADA,TIDAK ADA,TIDAK,TIDAK ADA,TIDAK ADA,TIDAK ADA
